"","town","tract","longitude","latitude","value","cmedv","crime","residential","industrial","river","nox","rooms","older","distance","highway","tax","ptratio","lstat","black"
"129","Somerville",3502,-71.0579987,42.2350006,18,18,0.325430006,0,21.8899994,"no",0.624000013,6.43100023,98.8000031,1.8125,4,437,21.2000008,15.3900003,0
"130","Somerville",3503,-71.063797,42.2368011,14.3000002,14.3000002,0.881250024,0,21.8899994,"no",0.624000013,5.63700008,94.6999969,1.9799,4,437,21.2000008,18.3400002,0
"131","Somerville",3504,-71.0691986,42.2389984,19.2000008,19.2000008,0.340059996,0,21.8899994,"no",0.624000013,6.45800018,98.9000015,2.11849999,4,437,21.2000008,12.6000004,0.147791967
"132","Somerville",3505,-71.0749969,42.2400017,19.6000004,19.6000004,1.19294,0,21.8899994,"no",0.624000013,6.32600021,97.6999969,2.27099991,4,437,21.2000008,12.2600002,0
"133","Somerville",3506,-71.074501,42.2405014,23,23,0.590049982,0,21.8899994,"no",0.624000013,6.37200022,97.9000015,2.32739997,4,437,21.2000008,11.1199999,0.890418649
"134","Somerville",3507,-71.0790024,42.2449989,18.3999996,18.3999996,0.329820007,0,21.8899994,"no",0.624000013,5.82200003,95.4000015,2.46989989,4,437,21.2000008,15.0299997,0.65499258
"135","Somerville",3508,-71.0759964,42.2405014,15.6000004,15.6000004,0.976170003,0,21.8899994,"no",0.624000013,5.75699997,98.4000015,2.34599996,4,437,21.2000008,17.3099995,11.7398777
"136","Somerville",3509,-71.0749969,42.2361984,18.1000004,18.1000004,0.557780027,0,21.8899994,"no",0.624000013,6.33500004,98.1999969,2.11069989,4,437,21.2000008,16.9599991,0.177232668
"137","Somerville",3510,-71.0677032,42.2335014,17.3999996,17.3999996,0.322640002,0,21.8899994,"no",0.624000013,5.94199991,93.5,1.96689999,4,437,21.2000008,16.8999996,1.49796724
"138","Somerville",3511,-71.0630035,42.2324982,17.1000004,17.1000004,0.352329999,0,21.8899994,"no",0.624000013,6.454,98.4000015,1.84979999,4,437,21.2000008,14.5900002,0.22420983
"139","Somerville",3512,-71.0619965,42.2275009,13.3000002,13.3000002,0.249799997,0,21.8899994,"no",0.624000013,5.85699987,98.1999969,1.66859996,4,437,21.2000008,21.3199997,0.3869012
"140","Somerville",3513,-71.0568008,42.2299995,17.7999992,17.7999992,0.54452002,0,21.8899994,"no",0.624000013,6.15100002,97.9000015,1.66869998,4,437,21.2000008,18.4599991,0
"141","Somerville",3514,-71.0518036,42.2312012,14,14,0.290899992,0,21.8899994,"no",0.624000013,6.17399979,93.5999985,1.61189997,4,437,21.2000008,24.1599998,0.703932643
"142","Somerville",3515,-71.0542984,42.2265015,14.3999996,14.3999996,1.62864006,0,21.8899994,"no",0.624000013,5.01900005,100,1.43939996,4,437,21.2000008,34.4099998,0
"143","Cambridge",3521,-71.0479965,42.2221985,13.3999996,13.3999996,3.32104993,0,19.5799999,"yes",0.870999992,5.40299988,100,1.32159996,5,403,14.6999998,26.8199997,0
"144","Cambridge",3522,-71.0519028,42.2229996,15.6000004,15.6000004,4.09740019,0,19.5799999,"no",0.870999992,5.46799994,100,1.41180003,5,403,14.6999998,26.4200001,0
"145","Cambridge",3523,-71.0510025,42.2205009,11.8000002,11.8000002,2.7797401,0,19.5799999,"no",0.870999992,4.90299988,97.8000031,1.34590006,5,403,14.6999998,29.2900009,0
"146","Cambridge",3524,-71.0540009,42.2190018,13.8000002,13.8000002,2.37933993,0,19.5799999,"no",0.870999992,6.13000011,100,1.41910005,5,403,14.6999998,27.7999992,21.417551
"147","Cambridge",3525,-71.0589981,42.2210007,15.6000004,15.6000004,2.15505004,0,19.5799999,"no",0.870999992,5.62799978,100,1.51660001,5,403,14.6999998,16.6499996,21.857563
"148","Cambridge",3526,-71.0554962,42.2221985,14.6000004,14.6000004,2.36861992,0,19.5799999,"no",0.870999992,4.92600012,95.6999969,1.46080005,5,403,14.6999998,29.5300007,0.413261533
"149","Cambridge",3527,-71.0567017,42.223999,17.7999992,17.7999992,2.33099008,0,19.5799999,"no",0.870999992,5.18599987,93.8000031,1.52960002,5,403,14.6999998,28.3199997,3.25136161
"150","Cambridge",3528,-71.0579987,42.2229996,15.3999996,15.3999996,2.73396993,0,19.5799999,"no",0.870999992,5.59700012,94.9000015,1.52569997,5,403,14.6999998,21.4500008,3.68305445
"151","Cambridge",3529,-71.0619965,42.2235985,21.5,21.5,1.6566,0,19.5799999,"no",0.870999992,6.12200022,97.3000031,1.61800003,5,403,14.6999998,14.1000004,1.94265056
"152","Cambridge",3530,-71.0622025,42.2205009,19.6000004,19.6000004,1.49632001,0,19.5799999,"no",0.870999992,5.40399981,100,1.59159994,5,403,14.6999998,13.2799997,4.55344296
"153","Cambridge",3531,-71.0589981,42.2169991,15.3000002,15.3000002,1.12658,0,19.5799999,"yes",0.870999992,5.01200008,88,1.61020005,5,403,14.6999998,12.1199999,4.40989971
"154","Cambridge",3532,-71.0644989,42.2150002,19.3999996,19.3999996,2.14917994,0,19.5799999,"no",0.870999992,5.70900011,98.5,1.62320006,5,403,14.6999998,15.79,11.8189468
"155","Cambridge",3533,-71.0662003,42.2162018,17,17,1.41384995,0,19.5799999,"yes",0.870999992,6.12900019,96,1.74940002,5,403,14.6999998,15.1199999,6.34137535
"156","Cambridge",3534,-71.0680008,42.2150002,15.6000004,15.6000004,3.5350101,0,19.5799999,"yes",0.870999992,6.15199995,82.5999985,1.74549997,5,403,14.6999998,15.0200005,33.333519
"157","Cambridge",3535,-71.0667038,42.2200012,13.1000004,13.1000004,2.44668007,0,19.5799999,"no",0.870999992,5.27199984,94,1.73640001,5,403,14.6999998,16.1399994,33.2292099
"158","Cambridge",3536,-71.0690002,42.2285004,41.2999992,41.2999992,1.22358,0,19.5799999,"no",0.605000019,6.94299984,97.4000015,1.87730002,5,403,14.6999998,4.59000015,2.71484494
"159","Cambridge",3537,-71.0670013,42.2244987,24.2999992,24.2999992,1.34283996,0,19.5799999,"no",0.605000019,6.06599998,100,1.75730002,5,403,14.6999998,6.42999983,3.51134539
"160","Cambridge",3538,-71.0650024,42.2223015,23.2999992,23.2999992,1.42501998,0,19.5799999,"no",0.870999992,6.51000023,100,1.76590002,5,403,14.6999998,7.38999987,2.64190221
"161","Cambridge",3539,-71.0699997,42.2214012,27,27,1.27346003,0,19.5799999,"yes",0.605000019,6.25,92.5999985,1.79840004,5,403,14.6999998,5.5,4.78316164
"162","Cambridge",3540,-71.0735016,42.228199,50,50,1.46335995,0,19.5799999,"no",0.605000019,7.48899984,90.8000031,1.97090006,5,403,14.6999998,1.73000002,1.80931437
"163","Cambridge",3541,-71.0770035,42.2249985,50,50,1.83377004,0,19.5799999,"yes",0.605000019,7.80200005,98.1999969,2.04069996,5,403,14.6999998,1.91999996,0.581253409
"164","Cambridge",3542,-71.0814972,42.2249985,50,50,1.51901996,0,19.5799999,"yes",0.605000019,8.375,93.9000015,2.16199994,5,403,14.6999998,3.31999993,0.674240768
"165","Cambridge",3543,-71.0917969,42.2265015,22.7000008,22.7000008,2.24236012,0,19.5799999,"no",0.605000019,5.85400009,91.8000031,2.42199993,5,403,14.6999998,11.6400003,0.142225519
"166","Cambridge",3544,-71.0820007,42.2294998,25,25,2.92400002,0,19.5799999,"no",0.605000019,6.10099983,93,2.28340006,5,403,14.6999998,9.81000042,13.9938774
"167","Cambridge",3545,-71.0770035,42.2304993,50,50,2.01019001,0,19.5799999,"no",0.605000019,7.9289999,96.1999969,2.04590011,5,403,14.6999998,3.70000005,2.22994328
"168","Cambridge",3546,-71.0866013,42.2345009,23.7999992,23.7999992,1.80027997,0,19.5799999,"no",0.605000019,5.87699986,79.1999969,2.42589998,5,403,14.6999998,12.1400003,15.2915096
"169","Cambridge",3547,-71.0739975,42.2331009,23.7999992,23.7999992,2.30040002,0,19.5799999,"no",0.605000019,6.31899977,96.0999985,2.0999999,5,403,14.6999998,11.1000004,8.49403763
"170","Cambridge",3548,-71.0774994,42.2350998,22.2999992,22.2999992,2.44952989,0,19.5799999,"no",0.605000019,6.40199995,95.1999969,2.26250005,5,403,14.6999998,11.3199997,5.5508914
"171","Cambridge",3549,-71.0810013,42.2368011,17.3999996,17.3999996,1.20741999,0,19.5799999,"no",0.605000019,5.875,94.5999985,2.42589998,5,403,14.6999998,14.4300003,8.93614864
"172","Cambridge",3550,-71.0792007,42.2389984,19.1000004,19.1000004,2.31389999,0,19.5799999,"no",0.605000019,5.88000011,97.3000031,2.38870001,5,403,14.6999998,12.0299997,3.99745631
"173","Arlington",3561,-71.086998,42.2416,23.1000004,23.1000004,0.139139995,0,4.05000019,"no",0.50999999,5.57200003,88.5,2.59610009,5,296,16.6000004,14.6899996,0
"174","Arlington",3562,-71.0855026,42.2449989,23.6000004,23.6000004,0.0917799994,0,4.05000019,"no",0.50999999,6.41599989,84.0999985,2.64630008,5,296,16.6000004,9.03999996,0.111208923
"175","Arlington",3563,-71.0832977,42.2475014,22.6000004,22.6000004,0.0844699964,0,4.05000019,"no",0.50999999,5.85900021,68.6999969,2.70190001,5,296,16.6000004,9.64000034,0.291944623
"176","Arlington",3564,-71.0940018,42.2574997,29.3999996,29.3999996,0.0666399971,0,4.05000019,"no",0.50999999,6.546,33.0999985,3.1322999,5,296,16.6000004,5.32999992,0.473207504
"177","Arlington",3565,-71.1125031,42.2550011,23.2000008,23.2000008,0.070220001,0,4.05000019,"no",0.50999999,6.01999998,47.2000008,3.55489993,5,296,16.6000004,10.1099997,0.291944623
"178","Arlington",3566,-71.1060028,42.2512016,24.6000004,24.6000004,0.0542499982,0,4.05000019,"no",0.50999999,6.31500006,73.4000015,3.31750011,5,296,16.6000004,6.28999996,0.103257567
"179","Arlington",3567,-71.0964966,42.2470016,29.8999996,29.8999996,0.0664199963,0,4.05000019,"no",0.50999999,6.86000013,74.4000015,2.91529989,5,296,16.6000004,6.92000008,0.44842273
"180","Belmont",3571,-71.0999985,42.240799,37.2000008,37.2000008,0.0577999987,0,2.46000004,"no",0.488000005,6.98000002,58.4000015,2.829,3,193,17.7999992,5.03999996,0
"181","Belmont",3572,-71.0995026,42.2345009,39.7999992,39.7999992,0.0658800006,0,2.46000004,"no",0.488000005,7.76499987,83.3000031,2.74099994,3,193,17.7999992,7.55999994,0.106439412
"182","Belmont",3573,-71.0966034,42.228199,36.2000008,36.2000008,0.0688799992,0,2.46000004,"no",0.488000005,6.14400005,62.2000008,2.59789991,3,193,17.7999992,9.44999981,0
"183","Belmont",3574,-71.100502,42.2286987,37.9000015,37.9000015,0.0910300016,0,2.46000004,"no",0.488000005,7.15500021,92.1999969,2.70059991,3,193,17.7999992,4.82000017,0.22102201
"184","Belmont",3575,-71.1064987,42.2299995,32.5,32.5,0.100079998,0,2.46000004,"no",0.488000005,6.5630002,95.5999985,2.84699988,3,193,17.7999992,5.67999983,0
"185","Belmont",3576,-71.1119995,42.2299995,26.3999996,26.3999996,0.0830800012,0,2.46000004,"no",0.488000005,5.60400009,89.8000031,2.98790002,3,193,17.7999992,13.9799995,0.470006973
"186","Belmont",3577,-71.1175003,42.2350006,29.6000004,29.6000004,0.0604699999,0,2.46000004,"no",0.488000005,6.15299988,68.8000031,3.27970004,3,193,17.7999992,13.1499996,0.781835854
"187","Belmont",3578,-71.1115036,42.2442017,50,50,0.0560199991,0,2.46000004,"no",0.488000005,7.83099985,53.5999985,3.19919991,3,193,17.7999992,4.44999981,0.339804441
"188","Lexington",3581,-71.1220016,42.2565002,32,32,0.0787499994,45,3.44000006,"no",0.437000006,6.78200006,41.0999985,3.78859997,5,398,15.1999998,6.67999983,0.240937218
"189","Lexington",3583,-71.1408005,42.2550011,29.7999992,29.7999992,0.12579,45,3.44000006,"no",0.437000006,6.55600023,29.1000004,4.56669998,5,398,15.1999998,4.55999994,1.12593377
"190","Lexington",3584,-71.1449966,42.2650986,34.9000015,34.9000015,0.0837000012,45,3.44000006,"no",0.437000006,7.18499994,38.9000015,4.56669998,5,398,15.1999998,5.38999987,0
"191","Lexington",3585,-71.1215973,42.2700005,37,33,0.0906800032,45,3.44000006,"no",0.437000006,6.95100021,21.5,6.47980022,5,398,15.1999998,5.0999999,1.54432464
"192","Lexington",3586,-71.1484985,42.2765007,30.5,30.5,0.0691099986,45,3.44000006,"no",0.437000006,6.73899984,30.7999992,6.47980022,5,398,15.1999998,4.69000006,0.573244572
"193","Lexington",3587,-71.1340027,42.2784996,36.4000015,36.4000015,0.0866400003,45,3.44000006,"no",0.437000006,7.17799997,26.2999992,6.47980022,5,398,15.1999998,2.86999989,0.510801315
"194","Bedford",3591,-71.1524963,42.2999992,31.1000004,31.1000004,0.0218700003,60,2.93000007,"no",0.400999993,6.80000019,9.89999962,6.2196002,1,265,15.6000004,5.03000021,0.280784249
"195","Bedford",3592,-71.1632996,42.3030014,29.1000004,29.1000004,0.0143900001,60,2.93000007,"no",0.400999993,6.60400009,18.7999992,6.2196002,1,265,15.6000004,4.38000011,1.62410784
"196","Lincoln",3602,-71.189003,42.2524986,50,50,0.0138100004,80,0.460000008,"no",0.421999991,7.875,32,5.64839983,4,255,14.3999996,2.97000003,0.212261692
"197","Concord",3611,-71.2200012,42.2714996,33.2999992,33.2999992,0.0401099995,80,1.51999998,"no",0.404000014,7.28700018,34.0999985,7.30900002,2,329,12.6000004,4.07999992,0
"198","Concord",3612,-71.2399979,42.2724991,30.2999992,30.2999992,0.0466599986,80,1.51999998,"no",0.404000014,7.10699987,36.5999985,7.30900002,2,329,12.6000004,8.60999966,3.47605467
"199","Concord",3613,-71.2220001,42.2890015,34.5999985,34.5999985,0.0376800001,80,1.51999998,"no",0.404000014,7.27400017,38.2999992,7.30900002,2,329,12.6000004,6.61999989,0.374124914
"200","Sudbury",3651,-71.2440033,42.2425003,34.9000015,34.9000015,0.0315000005,95,1.47000003,"no",0.402999997,6.9749999,15.3000002,7.65339994,3,402,17,4.55999994,0
"201","Sudbury",3652,-71.2630005,42.2224998,32.9000015,32.9000015,0.0177800003,95,1.47000003,"no",0.402999997,7.13500023,13.8999996,7.65339994,3,402,17,4.44999981,1.00806558
"202","Wayland",3661,-71.2184982,42.1954994,24.1000004,24.1000004,0.0344499983,82.5,2.02999997,"no",0.414999992,6.16200018,38.4000015,6.26999998,2,348,14.6999998,7.42999983,0.248906031
"203","Wayland",3662,-71.2139969,42.2179985,42.2999992,42.2999992,0.0217700005,82.5,2.02999997,"no",0.414999992,7.61000013,15.6999998,6.26999998,2,348,14.6999998,3.1099999,0.120751411
"204","Weston",3671,-71.1989975,42.2319984,48.5,48.5,0.0351000018,95,2.68000007,"no",0.416099995,7.85300016,33.2000008,5.11800003,4,224,14.6999998,3.80999994,0.327836633
"205","Weston",3672,-71.1989975,42.2057991,50,50,0.0200900007,95,2.68000007,"no",0.416099995,8.0340004,31.8999996,5.11800003,4,224,14.6999998,2.88000011,0.506001294
"206","Waltham",3681,-71.1474991,42.2444992,22.6000004,22.6000004,0.136419997,0,10.5900002,"no",0.488999993,5.89099979,22.2999992,3.9454,4,277,18.6000004,10.8699999,0
"207","Waltham",3682,-71.1500015,42.2308006,24.3999996,24.3999996,0.22969,0,10.5900002,"no",0.488999993,6.32600021,52.5,4.35489988,4,277,18.6000004,10.9700003,0.161318988
"208","Waltham",3683,-71.1490021,42.226799,22.5,22.5,0.25198999,0,10.5900002,"no",0.488999993,5.78299999,72.6999969,4.35489988,4,277,18.6000004,18.0599995,0.595674336
"209","Waltham",3684,-71.1502991,42.2220001,24.3999996,24.3999996,0.135869995,0,10.5900002,"yes",0.488999993,6.06400013,59.0999985,4.23920012,4,277,18.6000004,14.6599998,1.2488867
"210","Waltham",3685,-71.1429977,42.2216988,20,20,0.435710013,0,10.5900002,"yes",0.488999993,5.34399986,100,3.875,4,277,18.6000004,23.0900002,0
"211","Waltham",3686,-71.1435013,42.217701,21.7000008,21.7000008,0.174459994,0,10.5900002,"yes",0.488999993,5.96000004,92.0999985,3.87709999,4,277,18.6000004,17.2700005,0.290352523
"212","Waltham",3687,-71.1380005,42.2215996,19.2999992,19.2999992,0.375779986,0,10.5900002,"yes",0.488999993,5.40399981,88.5999985,3.66499996,4,277,18.6000004,23.9799995,0.131885737
"213","Waltham",3688,-71.1334991,42.2249985,22.3999996,22.3999996,0.217189997,0,10.5900002,"yes",0.488999993,5.80700016,53.7999992,3.65260005,4,277,18.6000004,16.0300007,0.474804223
"214","Waltham",3689,-71.1374969,42.2355003,28.1000004,28.1000004,0.140520006,0,10.5900002,"no",0.488999993,6.375,32.2999992,3.9454,4,277,18.6000004,9.38000011,0.886395395
"215","Waltham",3690,-71.1269989,42.2350006,23.7000008,23.7000008,0.289550006,0,10.5900002,"no",0.488999993,5.41200018,9.80000019,3.5875001,4,277,18.6000004,29.5499992,3.92970276
"216","Waltham",3691,-71.1244965,42.2276993,25,25,0.198019996,0,10.5900002,"no",0.488999993,6.18200016,42.4000015,3.9454,4,277,18.6000004,9.47000027,0.260060728
"217","Watertown",3701,-71.1166,42.2229996,23.2999992,23.2999992,0.0456000008,0,13.8900003,"yes",0.550000012,5.88800001,56,3.11209989,5,276,16.3999996,13.5100002,0.326243639
"218","Watertown",3702,-71.1050034,42.2234993,28.7000008,28.7000008,0.070129998,0,13.8900003,"no",0.550000012,6.6420002,85.0999985,3.4210999,5,276,16.3999996,9.68999958,0.327836633
"219","Watertown",3703,-71.0932999,42.2220001,21.5,21.5,0.110689998,0,13.8900003,"yes",0.550000012,5.95100021,93.8000031,2.88930011,5,276,16.3999996,17.9200001,0
"220","Watertown",3704,-71.1060028,42.2184982,23,23,0.114249997,0,13.8900003,"yes",0.550000012,6.37300014,92.4000015,3.36330009,5,276,16.3999996,10.5,0.251294971
"221","Newton",3731,-71.1100006,42.2136993,26.7000008,26.7000008,0.358090013,0,6.19999981,"yes",0.507000029,6.95100021,88.5,2.86170006,8,307,17.3999996,9.71000004,0.414059132
"222","Newton",3732,-71.1210022,42.2165985,21.7000008,21.7000008,0.407709986,0,6.19999981,"yes",0.507000029,6.16400003,91.3000031,3.0480001,8,307,17.3999996,21.4599991,0.131885737
"223","Newton",3733,-71.125,42.2134018,27.5,27.5,0.623560011,0,6.19999981,"yes",0.507000029,6.87900019,77.6999969,3.27209997,8,307,17.3999996,9.93000031,0.518802106
"224","Newton",3734,-71.1207962,42.2182999,30.1000004,30.1000004,0.614700019,0,6.19999981,"no",0.507000029,6.61800003,80.8000031,3.27209997,8,307,17.3999996,7.5999999,0
"225","Newton",3735,-71.1100006,42.2060013,44.7999992,44.7999992,0.315329999,0,6.19999981,"no",0.504000008,8.26599979,78.3000031,2.89439988,8,307,17.3999996,4.13999987,0.947602868
"226","Newton",3736,-71.1011963,42.1974983,50,50,0.526929975,0,6.19999981,"no",0.504000008,8.72500038,83,2.89439988,8,307,17.3999996,4.63000011,1.19385147
"227","Newton",3737,-71.1214981,42.2024994,37.5999985,37.5999985,0.382140011,0,6.19999981,"no",0.504000008,8.03999996,86.5,3.21569991,8,307,17.3999996,3.13000011,0.760141075
"228","Newton",3738,-71.1159973,42.1946983,31.6000004,31.6000004,0.41238001,0,6.19999981,"no",0.504000008,7.16300011,79.9000015,3.21569991,8,307,17.3999996,6.36000013,2.0016396
"229","Newton",3739,-71.1100006,42.1850014,46.7000008,46.7000008,0.298189998,0,6.19999981,"no",0.504000008,7.68599987,17,3.3750999,8,307,17.3999996,3.92000008,1.55815661
"230","Newton",3740,-71.1190033,42.1806984,31.5,31.5,0.441780001,0,6.19999981,"no",0.504000008,6.55200005,21.3999996,3.3750999,8,307,17.3999996,3.75999999,1.32828772
"231","Newton",3741,-71.1299973,42.1879997,24.2999992,24.2999992,0.537,0,6.19999981,"no",0.504000008,5.98099995,68.0999985,3.67149997,8,307,17.3999996,11.6499996,1.48983669
"232","Newton",3742,-71.1285019,42.1930008,31.7000008,31.7000008,0.462960005,0,6.19999981,"no",0.504000008,7.41200018,76.9000015,3.67149997,8,307,17.3999996,5.25,1.66974413
"233","Newton",3743,-71.1399994,42.1945992,41.7000008,41.7000008,0.575290024,0,6.19999981,"no",0.507000029,8.33699989,73.3000031,3.83839989,8,307,17.3999996,2.47000003,0.878344834
"234","Newton",3744,-71.1340027,42.2039986,48.2999992,48.2999992,0.331470013,0,6.19999981,"no",0.507000029,8.24699974,70.4000015,3.65190005,8,307,17.3999996,3.95000005,1.4410851
"235","Newton",3745,-71.1320038,42.2141991,29,29,0.447910011,0,6.19999981,"yes",0.507000029,6.72599983,66.5,3.65190005,8,307,17.3999996,8.05000019,2.98333406
"236","Newton",3746,-71.1380005,42.2140999,24,24,0.330449998,0,6.19999981,"no",0.507000029,6.08599997,61.5,3.65190005,8,307,17.3999996,10.8800001,1.62003648
"237","Newton",3747,-71.1484985,42.2109985,25.1000004,25.1000004,0.520579994,0,6.19999981,"yes",0.507000029,6.63100004,76.5,4.14799976,8,307,17.3999996,9.53999996,0.674240768
"238","Newton",3748,-71.1491013,42.2029991,31.5,31.5,0.511829972,0,6.19999981,"no",0.507000029,7.3579998,71.5999985,4.14799976,8,307,17.3999996,4.73000002,0.544414103
"239","Natick",3821,-71.2054977,42.1875,23.7000008,23.7000008,0.0824399963,30,4.92999983,"no",0.428000003,6.48099995,18.5,6.18989992,6,300,16.6000004,6.36000013,1.40373397
"240","Natick",3822,-71.2034988,42.1870003,23.2999992,23.2999992,0.0925199986,30,4.92999983,"no",0.428000003,6.60599995,42.2000008,6.18989992,6,300,16.6000004,7.36999989,1.05001998
"241","Natick",3823,-71.1966019,42.1640015,22,27,0.113289997,30,4.92999983,"no",0.428000003,6.89699984,54.2999992,6.3361001,6,300,16.6000004,11.3800001,0.450018853
"242","Natick",3824,-71.2137985,42.1645012,20.1000004,20.1000004,0.106119998,30,4.92999983,"no",0.428000003,6.09499979,65.0999985,6.3361001,6,300,16.6000004,12.3999996,0.181212902
"243","Natick",3825,-71.2200012,42.1781998,22.2000008,22.2000008,0.102899998,30,4.92999983,"no",0.428000003,6.3579998,52.9000015,7.03550005,6,300,16.6000004,11.2200003,1.94674337
"244","Natick",3826,-71.2320023,42.1725006,23.7000008,23.7000008,0.127570003,30,4.92999983,"no",0.428000003,6.39300013,7.80000019,7.03550005,6,300,16.6000004,5.19000006,1.7864399
"245","Framingham",3831,-71.2434998,42.1629982,17.6000004,17.6000004,0.206080005,22,5.86000013,"no",0.430999994,5.59299994,76.5,7.95489979,7,330,19.1000004,12.5,1.96804214
"246","Framingham",3832,-71.2574997,42.1618004,18.5,18.5,0.191330001,22,5.86000013,"no",0.430999994,5.60500002,70.1999969,7.95489979,7,330,19.1000004,18.4599991,0.619714975
"247","Framingham",3833,-71.262001,42.1689987,24.2999992,24.2999992,0.339830011,22,5.86000013,"no",0.430999994,6.1079998,34.9000015,8.05550003,7,330,19.1000004,9.15999985,0.535610795
"248","Framingham",3834,-71.2470016,42.1702995,20.5,20.5,0.196569994,22,5.86000013,"no",0.430999994,6.22599983,79.1999969,8.05550003,7,330,19.1000004,10.1499996,1.66974413
"249","Framingham",3835,-71.2549973,42.1767006,24.5,24.5,0.164389998,22,5.86000013,"no",0.430999994,6.43300009,49.0999985,7.82649994,7,330,19.1000004,9.52000046,1.7864399
"250","Framingham",3836,-71.2474976,42.1824989,26.2000008,26.2000008,0.190730006,22,5.86000013,"no",0.430999994,6.71799994,17.5,7.82649994,7,330,19.1000004,6.55999994,0.251294971
"251","Framingham",3837,-71.237999,42.1910019,24.3999996,24.3999996,0.140300006,22,5.86000013,"no",0.430999994,6.48699999,13,7.39669991,7,330,19.1000004,5.9000001,0.0492263213
"252","Framingham",3838,-71.2434998,42.1982002,24.7999992,24.7999992,0.214090005,22,5.86000013,"no",0.430999994,6.4380002,8.89999962,7.39669991,7,330,19.1000004,3.58999991,1.5939734
"253","Framingham",3839,-71.2685013,42.1935005,29.6000004,29.6000004,0.0822099969,22,5.86000013,"no",0.430999994,6.95699978,6.80000019,8.90670013,7,330,19.1000004,3.52999997,0.863858283
"254","Framingham",3840,-71.2807007,42.172699,42.7999992,42.7999992,0.368939996,22,5.86000013,"no",0.430999994,8.25899982,8.39999962,8.90670013,7,330,19.1000004,3.53999996,0
